customer_id,product_id,rating
C0011,P0123,2
C0011,P0285,2
C0011,P0141,5
C0011,P0279,4
C0011,P0374,5
C0011,P0378,5
C0011,P0069,2
C0011,P0121,1
C0011,P0061,5
C0011,P0285,2
C0011,P0002,5
C0011,P0384,5
C0012,P0437,5
C0012,P0452,1
C0012,P0248,4
C0012,P0267,5
C0012,P0420,5
C0012,P0328,5
C0012,P0015,5
C0012,P0148,2
C0012,P0414,1
C0012,P0049,1
C0012,P0121,1
C0012,P0274,1
C0012,P0452,1
C0012,P0042,3
C0012,P0065,3
C0012,P0044,5
C0012,P0147,1
C0012,P0096,1
C0012,P0245,5
C0012,P0199,5
C0012,P0020,5
C0012,P0255,2
C0012,P0087,1
C0012,P0115,1
C0012,P0168,5
C0012,P0133,5
C0012,P0187,5
C0012,P0156,5
C0012,P0033,4
C0012,P0216,3
C0012,P0428,5
C0012,P0333,2
C0012,P0366,1
C0012,P0135,1
C0012,P0093,4
C0012,P0410,1
C0012,P0155,1
C0012,P0337,5
C0012,P0417,2
C0012,P0098,3
C0013,P0243,1
C0014,P0252,1
C0014,P0412,5
C0015,P0339,5
C0015,P0406,1
C0015,P0450,5
C0015,P0237,4
C0015,P0035,1
C0015,P0342,2
C0015,P0452,5
C0015,P0388,5
C0015,P0438,1
C0016,P0090,5
C0016,P0157,1
C0016,P0060,3
C0016,P0019,3
C0016,P0080,1
C0016,P0008,2
C0016,P0274,1
C0016,P0436,5
C0016,P0079,2
C0016,P0091,1
C0016,P0059,1
C0016,P0017,5
C0016,P0114,4
C0016,P0044,5
C0016,P0033,1
C0016,P0017,4
C0016,P0227,5
C0016,P0299,5
C0016,P0074,3
C0016,P0067,5
C0016,P0171,3
C0016,P0155,3
C0016,P0110,5
C0016,P0059,1
C0016,P0141,2
C0016,P0134,1
C0016,P0002,5
C0016,P0009,1
C0016,P0021,3
C0016,P0173,5
C0016,P0140,3
C0016,P0161,4
C0016,P0201,5
C0016,P0049,4
C0016,P0313,5
C0016,P0061,1
C0016,P0104,4
C0016,P0181,4
C0016,P0166,5
C0016,P0358,4
C0016,P0040,3
C0016,P0227,5
C0016,P0049,4
C0016,P0134,1
C0016,P0081,5
C0016,P0011,5
C0016,P0421,1
C0016,P0454,1
C0016,P0453,4
C0016,P0121,2
C0016,P0039,5
C0016,P0034,4
C0016,P0358,4
C0016,P0096,5
C0016,P0091,1
C0016,P0179,5
C0016,P0257,5
C0016,P0218,3
C0016,P0267,1
C0016,P0304,5
C0016,P0338,4
C0016,P0215,5
C0016,P0075,4
C0016,P0225,2
C0016,P0336,5
C0016,P0292,1
C0016,P0106,2
C0016,P0010,5
C0016,P0214,4
C0016,P0423,4
C0016,P0241,1
C0016,P0152,2
C0017,P0053,4
C0017,P0117,4
C0017,P0194,5
C0017,P0202,3
C0017,P0041,3
C0017,P0250,3
C0017,P0436,5
C0017,P0381,5
C0017,P0447,5
C0017,P0007,4
C0018,P0305,1
C0018,P0329,1
C0018,P0138,5
C0018,P0214,5
C0018,P0334,2
C0018,P0301,4
C0018,P0208,1
C0018,P0398,5
C0018,P0079,1
C0018,P0216,2
C0018,P0036,5
C0018,P0031,1
C0018,P0375,3
C0018,P0207,4
C0018,P0306,1
C0018,P0389,1
C0018,P0336,1
C0018,P0374,1
C0018,P0022,1
C0018,P0294,5
C0018,P0055,5
C0018,P0053,1
C0018,P0388,5
C0018,P0367,3
C0018,P0051,5
C0018,P0190,1
C0018,P0211,1
C0018,P0001,5
C0018,P0104,5
C0018,P0128,5
C0018,P0249,5
C0018,P0269,4
C0019,P0153,4
C0019,P0191,1
C0019,P0448,5
C0019,P0451,2
C0020,P0409,4
C0020,P0449,5
C0020,P0064,1
C0020,P0208,5
C0020,P0196,1
C0020,P0348,5
C0020,P0199,1
C0020,P0294,1
C0020,P0300,3
C0020,P0345,5
C0020,P0056,5
C0020,P0194,1
C0020,P0045,5
C0021,P0252,3
C0021,P0210,3
C0021,P0198,1
C0021,P0333,5
C0021,P0342,3
C0021,P0332,4
C0021,P0292,5
C0021,P0341,1
C0021,P0345,5
C0021,P0301,5
C0021,P0037,4
C0021,P0200,2
C0021,P0297,3
C0021,P0216,1
C0021,P0313,1
C0021,P0343,2
C0021,P0332,3
C0021,P0239,2
C0021,P0337,3
C0021,P0287,5
C0021,P0403,2
C0021,P0347,5
C0021,P0013,5
C0021,P0225,3
C0021,P0360,5
C0021,P0367,3
C0021,P0339,1
C0021,P0290,2
C0021,P0020,5
C0021,P0328,4
C0021,P0383,5
C0021,P0258,3
C0021,P0329,5
C0021,P0381,2
C0021,P0332,3
C0021,P0324,1
C0021,P0341,1
C0021,P0391,4
C0021,P0301,4
C0021,P0338,5
C0021,P0062,1
C0021,P0322,5
C0021,P0328,4
C0021,P0413,4
C0021,P0075,1
C0021,P0440,3
C0021,P0265,1
C0021,P0406,3
C0021,P0174,5
C0021,P0243,2
C0021,P0031,5
C0021,P0138,1
C0021,P0430,5
C0021,P0076,4
C0021,P0339,1
C0021,P0079,5
C0021,P0430,5
C0021,P0427,1
C0021,P0158,1
C0021,P0319,5
C0021,P0414,2
C0021,P0083,2
C0021,P0413,2
C0021,P0450,5
C0022,P0279,1
C0022,P0343,5
C0022,P0295,1
C0022,P0338,5
C0022,P0323,1
C0022,P0344,2
C0022,P0261,1
C0022,P0016,5
C0022,P0297,5
C0022,P0108,3
C0022,P0328,4
C0022,P0343,5
C0022,P0399,3
C0022,P0366,3
C0022,P0249,3
C0022,P0238,4
C0022,P0323,1
C0022,P0228,4
C0022,P0269,4
C0022,P0212,4
C0022,P0321,2
C0022,P0260,4
C0022,P0287,1
C0022,P0348,4
C0022,P0100,5
C0022,P0329,1
C0022,P0039,5
C0022,P0048,3
C0022,P0051,1
C0022,P0107,5
C0022,P0259,5
C0022,P0335,5
C0022,P0292,4
C0022,P0426,1
C0022,P0425,5
C0022,P0014,1
C0022,P0305,5
C0022,P0012,3
C0023,P0376,5
C0023,P0264,5
C0023,P0357,4
C0023,P0177,1
C0023,P0445,5
C0023,P0322,5
C0023,P0168,3
C0023,P0404,1
C0023,P0298,4
C0023,P0443,3
C0023,P0141,5
C0023,P0302,5
C0023,P0180,5
C0023,P0432,4
C0023,P0382,1
C0023,P0203,3
C0023,P0430,5
C0023,P0334,3
C0023,P0271,5
C0023,P0284,5
C0023,P0183,2
C0023,P0445,5
C0023,P0335,5
C0023,P0226,5
C0023,P0445,4
C0023,P0455,2
C0023,P0289,5
C0023,P0132,5
C0023,P0230,5
C0023,P0206,1
C0023,P0104,5
C0023,P0114,5
C0024,P0015,4
C0024,P0426,5
C0024,P0351,3
C0024,P0363,1
C0024,P0194,1
C0024,P0041,3
C0024,P0362,2
C0024,P0055,4
C0024,P0393,2
C0024,P0176,4
C0024,P0345,5
C0024,P0397,2
C0024,P0061,1
C0024,P0446,2
C0024,P0029,4
C0024,P0303,5
C0024,P0260,4
C0024,P0212,5
C0024,P0331,5
C0024,P0105,1
C0025,P0110,5
C0025,P0062,5
C0025,P0041,4
C0026,P0157,2
C0026,P0145,5
C0026,P0270,5
C0026,P0006,1
C0026,P0440,1
C0026,P0230,1
C0026,P0208,5
C0026,P0397,5
C0026,P0101,5
C0026,P0234,1
C0026,P0118,5
C0026,P0260,3
C0026,P0230,1
C0026,P0290,2
C0026,P0241,1
C0027,P0297,1
C0027,P0004,5
C0027,P0062,5
C0027,P0342,3
C0027,P0186,5
C0027,P0035,5
C0027,P0088,5
C0027,P0293,5
C0027,P0137,5
C0027,P0433,3
C0027,P0244,1
C0027,P0260,1
C0027,P0183,4
C0027,P0127,1
C0027,P0408,5
C0027,P0077,3
C0027,P0168,2
C0027,P0021,5
C0027,P0130,5
C0028,P0285,2
C0028,P0368,2
C0029,P0071,1
C0029,P0135,5
C0029,P0395,1
C0029,P0099,5
C0029,P0046,5
C0029,P0276,3
C0029,P0386,3
C0029,P0436,5
C0029,P0056,5
C0029,P0029,5
C0029,P0278,2
C0029,P0159,5
C0029,P0016,5
C0029,P0032,2
C0029,P0070,2
C0029,P0111,1
C0029,P0089,2
C0029,P0002,5
C0029,P0415,4
C0030,P0026,1
C0030,P0366,5
C0030,P0246,2
C0030,P0254,3
C0030,P0044,1
C0030,P0010,4
C0030,P0363,5
C0030,P0252,5
C0030,P0133,5
C0030,P0086,5
C0030,P0416,3
C0030,P0455,4
C0030,P0384,5
C0030,P0431,1
C0030,P0447,2
C0030,P0396,1
C0030,P0126,1
C0030,P0400,3
C0030,P0023,5
C0030,P0281,5
C0030,P0354,3
C0030,P0348,3
C0030,P0414,5
C0030,P0285,1
C0030,P0197,3
C0030,P0392,4
C0030,P0393,3
C0030,P0431,2
C0030,P0362,5
C0030,P0025,1
C0030,P0007,4
C0030,P0438,1
C0030,P0386,5
C0030,P0291,2
C0030,P0112,1
C0030,P0240,5
C0030,P0153,5
C0030,P0445,4
C0030,P0052,5
C0030,P0265,4
C0030,P0054,3
C0030,P0365,5
C0030,P0403,4
C0030,P0214,2
C0031,P0186,2
C0031,P0083,1
C0031,P0266,1
C0032,P0173,4
C0032,P0139,5
C0032,P0172,1
C0032,P0046,1
C0032,P0230,5
C0032,P0304,5
C0032,P0296,5
C0032,P0334,5
C0032,P0152,5
C0032,P0024,5
C0032,P0015,4
C0032,P0001,5
C0032,P0450,5
C0032,P0041,5
C0032,P0344,5
C0032,P0173,5
C0032,P0013,2
C0032,P0056,5
C0032,P0262,3
C0032,P0318,1
C0032,P0302,1
C0032,P0222,4
C0032,P0040,5
C0032,P0134,3
C0032,P0311,3
C0032,P0318,1
C0032,P0048,5
C0032,P0022,5
C0032,P0326,5
C0032,P0327,1
C0032,P0052,5
C0032,P0028,4
C0032,P0012,1
C0032,P0290,5
C0032,P0290,5
C0032,P0220,2
C0032,P0333,5
C0032,P0007,4
C0032,P0202,1
C0032,P0279,1
C0032,P0307,5
C0032,P0403,2
C0032,P0217,5
C0032,P0281,5
C0032,P0125,5
C0032,P0327,2
C0032,P0178,5
C0032,P0399,4
C0032,P0049,5
C0032,P0007,3
C0032,P0081,5
C0034,P0084,5
C0034,P0130,5
C0034,P0062,5
C0034,P0341,5
C0034,P0390,5
C0034,P0422,3
C0034,P0339,5
C0034,P0096,1
C0034,P0257,5
C0034,P0131,5
C0034,P0360,2
C0034,P0081,2
C0034,P0076,1
C0034,P0124,3
C0034,P0374,5
C0034,P0060,5
C0034,P0351,5
C0034,P0421,1
C0034,P0197,2
C0034,P0354,5
C0034,P0153,5
C0034,P0178,3
C0034,P0217,5
C0034,P0167,5
C0034,P0118,1
C0034,P0151,4
C0034,P0391,1
C0034,P0276,1
C0034,P0097,2
C0034,P0002,1
C0034,P0243,5
C0034,P0042,1
C0034,P0393,1
C0034,P0386,5
C0034,P0412,5
C0034,P0003,1
C0034,P0016,5
C0034,P0388,5
C0034,P0102,3
C0034,P0202,5
C0034,P0055,1
C0035,P0242,5
C0035,P0130,4
C0035,P0448,1
C0035,P0437,2
C0035,P0187,4
C0035,P0391,5
C0035,P0019,1
C0035,P0218,1
C0035,P0399,2
C0035,P0223,5
C0035,P0271,2
C0035,P0164,5
C0035,P0358,1
C0035,P0138,3
C0035,P0386,1
C0035,P0220,5
C0035,P0264,1
C0035,P0176,2
C0035,P0270,1
C0035,P0154,5
C0035,P0425,3
C0035,P0160,5
C0035,P0284,1
C0035,P0347,5
C0035,P0259,4
C0035,P0156,2
C0035,P0277,4
C0035,P0428,2
C0035,P0237,2
C0035,P0302,2
C0035,P0144,5
C0035,P0257,4
C0035,P0209,5
C0035,P0362,2
C0035,P0129,2
C0035,P0236,3
C0035,P0237,2
C0035,P0257,4
C0035,P0163,1
C0035,P0435,3
C0035,P0252,1
C0035,P0177,3
C0035,P0449,3
C0035,P0302,3
C0035,P0172,1
C0035,P0172,1
C0035,P0170,5
C0035,P0272,3
C0035,P0160,5
C0035,P0201,5
C0035,P0162,3
C0035,P0278,5
C0035,P0220,5
C0035,P0429,2
C0035,P0167,3
C0035,P0025,3
C0035,P0345,1
C0035,P0165,5
C0035,P0370,2
C0035,P0259,4
C0035,P0076,3
C0035,P0186,2
C0035,P0276,5
C0035,P0065,4
C0035,P0202,4
C0035,P0142,1
C0035,P0098,5
C0035,P0377,1
C0035,P0206,5
C0035,P0080,3
C0035,P0099,3
C0035,P0037,5
C0035,P0264,1
C0035,P0005,5
C0035,P0378,5
C0035,P0226,5
C0035,P0027,5
C0035,P0299,1
C0035,P0035,5
C0036,P0001,2
C0036,P0377,5
C0036,P0345,1
C0036,P0129,3
C0036,P0271,5
C0036,P0020,5
C0036,P0220,5
C0036,P0205,1
C0036,P0157,5
C0036,P0272,5
C0036,P0044,5
C0036,P0044,5
C0036,P0345,1
C0036,P0052,4
C0036,P0295,4
C0036,P0310,1
C0036,P0040,2
C0036,P0360,3
C0036,P0161,1
C0036,P0339,5
C0036,P0254,5
C0036,P0173,4
C0036,P0443,5
C0036,P0206,1
C0036,P0053,5
C0036,P0219,4
C0036,P0049,5
C0036,P0185,5
C0036,P0045,1
C0036,P0442,1
C0036,P0393,1
C0036,P0025,1
C0036,P0385,1
C0036,P0081,5
C0036,P0189,2
C0036,P0151,5
C0036,P0165,3
C0036,P0212,2
C0036,P0280,1
C0036,P0391,4
C0036,P0015,5
C0036,P0407,5
C0036,P0223,1
C0036,P0091,4
C0036,P0266,2
C0036,P0307,4
C0037,P0018,4
C0037,P0137,5
C0037,P0132,5
C0037,P0103,3
C0037,P0375,5
C0037,P0151,4
C0037,P0025,3
C0037,P0235,4
C0037,P0253,5
C0037,P0024,5
C0037,P0178,5
C0037,P0170,4
C0037,P0353,4
C0037,P0019,3
C0037,P0240,1
C0037,P0053,5
C0037,P0097,5
C0037,P0040,5
C0037,P0011,5
C0037,P0012,3
C0037,P0284,5
C0037,P0243,1
C0037,P0356,3
C0037,P0051,5
C0037,P0102,3
C0037,P0036,5
C0037,P0005,1
C0037,P0362,5
C0037,P0264,4
C0037,P0017,5
C0037,P0205,4
C0037,P0097,4
C0037,P0412,3
C0037,P0035,2
C0037,P0396,3
C0037,P0080,2
C0037,P0075,1
C0037,P0299,5
C0037,P0284,5
C0037,P0215,3
C0037,P0238,3
C0037,P0019,3
C0037,P0452,4
C0037,P0083,3
C0037,P0318,1
C0037,P0188,2
C0037,P0342,1
C0038,P0257,2
C0038,P0297,4
C0038,P0120,5
C0038,P0258,1
C0038,P0230,4
C0038,P0054,5
C0038,P0131,1
C0039,P0003,5
C0039,P0172,5
C0039,P0255,5
C0039,P0033,5
C0039,P0176,4
C0039,P0134,2
C0039,P0206,1
C0039,P0210,1
C0039,P0058,1
C0039,P0013,1
C0039,P0382,1
C0039,P0100,1
C0040,P0004,5
C0040,P0174,1
C0040,P0280,1
C0040,P0151,5
C0040,P0389,1
C0040,P0010,2
C0040,P0248,5
C0040,P0212,1
C0040,P0169,5
C0040,P0180,1
C0040,P0085,5
C0040,P0300,5
C0040,P0139,4
C0040,P0307,5
C0040,P0170,5
C0040,P0446,2
C0040,P0419,3
C0041,P0451,1
C0041,P0230,5
C0041,P0309,1
C0041,P0303,3
C0041,P0169,2
C0041,P0055,3
C0041,P0078,1
C0041,P0152,5
C0041,P0056,3
C0041,P0357,2
C0042,P0218,4
C0042,P0236,1
C0042,P0085,5
C0042,P0090,1
C0042,P0167,3
C0042,P0274,5
C0042,P0055,1
C0042,P0332,2
C0042,P0164,5
C0042,P0261,1
C0042,P0289,2
C0042,P0433,2
C0042,P0264,4
C0042,P0117,1
C0042,P0443,1
C0042,P0454,5
C0042,P0401,5
C0042,P0260,2
C0042,P0240,5
C0042,P0189,4
C0042,P0235,3
C0042,P0343,2
C0042,P0433,2
C0042,P0146,1
C0042,P0299,1
C0042,P0334,1
C0042,P0328,3
C0042,P0105,5
C0042,P0059,4
C0042,P0416,5
C0042,P0262,5
C0042,P0421,4
C0042,P0414,5
C0042,P0241,1
C0042,P0042,5
C0042,P0321,5
C0042,P0430,3
C0042,P0220,1
C0042,P0097,1
C0042,P0329,5
C0042,P0410,5
C0042,P0128,5
C0042,P0183,5
C0042,P0158,1
C0042,P0021,4
C0042,P0436,5
C0042,P0298,3
C0042,P0253,5
C0042,P0060,1
C0042,P0252,5
C0042,P0346,1
C0042,P0400,5
C0042,P0317,5
C0042,P0148,2
C0042,P0114,5
C0042,P0149,5
C0042,P0280,4
C0042,P0185,3
C0042,P0428,3
C0042,P0286,2
C0042,P0155,2
C0042,P0436,5
C0042,P0312,2
C0042,P0141,2
C0042,P0078,4
C0042,P0157,5
C0042,P0214,5
C0042,P0265,5
C0042,P0452,3
C0042,P0310,5
C0042,P0077,1
C0042,P0148,2
C0042,P0283,4
C0042,P0263,5
C0042,P0222,5
C0042,P0445,3
C0042,P0042,5
C0042,P0449,3
C0042,P0311,2
C0042,P0274,5
C0042,P0241,1
C0042,P0283,5
C0042,P0096,1
C0042,P0071,2
C0042,P0191,5
C0042,P0437,5
C0042,P0034,3
C0042,P0415,1
C0042,P0419,3
C0042,P0254,1
C0042,P0284,5
C0042,P0452,3
C0042,P0122,5
C0042,P0430,3
C0042,P0180,1
C0042,P0158,1
C0042,P0045,5
C0042,P0020,1
C0042,P0431,1
C0042,P0059,4
C0042,P0298,2
C0042,P0340,2
C0042,P0384,1
C0042,P0412,3
C0042,P0310,5
C0042,P0231,1
C0042,P0236,1
C0042,P0095,5
C0042,P0306,5
C0042,P0245,1
C0042,P0089,3
C0042,P0165,3
C0042,P0286,3
C0042,P0072,1
C0042,P0208,3
C0042,P0100,1
C0042,P0011,5
C0042,P0394,4
C0042,P0357,5
C0042,P0150,2
C0042,P0075,5
C0042,P0099,5
C0042,P0265,5
C0042,P0399,5
C0042,P0083,1
C0042,P0293,4
C0042,P0070,1
C0042,P0228,5
C0042,P0453,3
C0043,P0308,5
C0043,P0322,5
C0043,P0286,3
C0043,P0235,3
C0043,P0134,2
C0043,P0142,4
C0043,P0156,4
C0043,P0281,3
C0043,P0017,3
C0043,P0233,5
C0043,P0316,3
C0043,P0314,5
C0043,P0067,3
C0043,P0244,3
C0043,P0282,4
C0043,P0003,5
C0043,P0016,3
C0043,P0324,3
C0043,P0235,2
C0043,P0290,5
C0043,P0076,4
C0043,P0064,1
C0043,P0238,3
C0043,P0296,4
C0043,P0090,1
C0043,P0440,5
C0043,P0088,1
C0043,P0024,3
C0044,P0306,1
C0044,P0185,1
C0044,P0174,3
C0045,P0405,5
C0045,P0297,1
C0045,P0404,2
C0045,P0304,5
C0045,P0224,4
C0045,P0283,1
C0045,P0043,5
C0045,P0447,5
C0045,P0127,2
C0045,P0186,3
C0045,P0237,5
C0046,P0178,4
C0046,P0202,4
C0046,P0405,5
C0046,P0031,2
C0046,P0453,1
C0046,P0367,2
C0046,P0375,4
C0046,P0161,5
C0046,P0154,1
C0046,P0198,5
C0046,P0371,1
C0046,P0278,4
C0046,P0435,1
C0046,P0164,1
C0046,P0103,5
C0046,P0068,4
C0046,P0175,1
C0046,P0158,5
C0046,P0363,5
C0046,P0423,5
C0046,P0364,1
C0046,P0402,1
C0046,P0148,5
C0046,P0355,1
C0046,P0129,4
C0046,P0420,1
C0046,P0247,2
C0046,P0068,4
C0046,P0039,5
C0046,P0133,3
C0046,P0119,1
C0046,P0421,3
C0046,P0136,1
C0046,P0404,1
C0046,P0169,1
C0046,P0288,1
C0046,P0005,5
C0046,P0360,4
C0046,P0231,4
C0047,P0134,5
C0047,P0051,5
C0047,P0039,5
C0047,P0004,4
C0047,P0340,4
C0047,P0250,5
C0047,P0185,4
C0047,P0049,1
C0047,P0423,2
C0047,P0155,1
C0047,P0331,1
C0047,P0185,5
C0047,P0368,4
C0047,P0401,1
C0047,P0259,2
C0047,P0047,5
C0047,P0187,1
C0047,P0127,2
C0047,P0208,2
C0047,P0194,5
C0047,P0407,1
C0047,P0398,5
C0047,P0344,5
C0047,P0173,3
C0047,P0318,5
C0047,P0266,5
C0047,P0032,5
C0047,P0022,5
C0047,P0023,3
C0047,P0011,5
C0047,P0387,3
C0047,P0007,2
C0047,P0039,5
C0047,P0030,5
C0047,P0261,1
C0047,P0148,5
C0047,P0169,5
C0047,P0158,1
C0047,P0398,5
C0047,P0180,1
C0047,P0285,4
C0047,P0384,5
C0047,P0248,2
C0047,P0283,3
C0047,P0324,1
C0047,P0163,5
C0047,P0211,1
C0047,P0127,2
C0047,P0282,3
C0048,P0386,5
C0049,P0131,4
C0049,P0453,4
C0050,P0054,5
C0050,P0433,1
C0050,P0056,5
C0050,P0040,5
C0050,P0172,5
C0050,P0431,5
C0050,P0043,5
C0050,P0111,1
C0050,P0107,5
C0050,P0178,2
C0050,P0142,5
C0050,P0056,5
C0050,P0010,5
C0050,P0252,5
C0050,P0084,5
C0050,P0120,3
C0050,P0148,5
C0050,P0366,5
C0050,P0126,4
C0050,P0024,1
C0050,P0247,5
C0050,P0122,1
C0050,P0092,5
C0050,P0361,5
C0050,P0134,4
C0050,P0096,4
C0050,P0067,5
C0050,P0240,5
C0050,P0178,3
C0050,P0097,5
C0050,P0039,3
C0050,P0173,5
C0050,P0455,4
C0050,P0215,1
C0050,P0394,2
C0050,P0082,3
C0050,P0242,5
C0050,P0278,5
C0050,P0342,5
C0050,P0426,3
C0050,P0165,2
C0050,P0212,5
C0050,P0413,1
C0050,P0357,1
C0050,P0453,1
C0051,P0037,1
C0051,P0041,5
C0051,P0015,2
C0051,P0063,2
C0051,P0037,1
C0051,P0070,4
C0051,P0358,4
C0051,P0452,1
C0051,P0023,4
C0051,P0091,4
C0051,P0114,4
C0051,P0048,5
C0051,P0391,5
C0051,P0099,3
C0051,P0003,5
C0051,P0149,3
C0051,P0177,1
C0051,P0016,1
C0051,P0379,5
C0051,P0049,1
C0051,P0122,5
C0051,P0309,3
C0051,P0260,5
C0051,P0045,3
C0051,P0014,5
C0051,P0091,3
C0051,P0123,5
C0051,P0390,3
C0051,P0113,1
C0051,P0380,5
C0051,P0112,3
C0051,P0123,5
C0051,P0355,1
C0051,P0030,3
C0051,P0233,5
C0051,P0356,4
C0051,P0317,1
C0051,P0445,3
C0051,P0138,3
C0051,P0013,5
C0051,P0394,3
C0051,P0089,5
C0051,P0127,2
C0051,P0394,3
C0051,P0249,4
C0051,P0095,5
C0051,P0255,5
C0051,P0362,5
C0051,P0201,5
C0051,P0307,5
C0051,P0427,2
C0051,P0134,3
C0051,P0260,3
C0051,P0440,5
C0051,P0240,5
C0051,P0259,5
C0051,P0297,3
C0051,P0045,1
C0051,P0015,1
C0051,P0220,5
C0051,P0273,4
C0051,P0187,3
C0051,P0364,2
C0051,P0299,4
C0052,P0179,1
C0052,P0364,5
C0052,P0023,5
C0052,P0003,5
C0052,P0022,5
C0052,P0270,3
C0052,P0106,5
C0052,P0403,2
C0052,P0427,5
C0052,P0413,4
C0052,P0442,4
C0052,P0082,3
C0052,P0385,2
C0053,P0004,2
C0053,P0426,1
C0053,P0315,1
C0054,P0295,1
C0054,P0259,1
C0054,P0059,3
C0054,P0325,1
C0054,P0045,1
C0054,P0029,1
C0054,P0052,1
C0054,P0135,1
C0054,P0325,1
C0054,P0381,1
C0054,P0110,3
C0054,P0007,1
C0054,P0299,1
C0054,P0037,1
C0054,P0247,2
C0054,P0442,1
C0054,P0451,1
C0054,P0234,2
C0054,P0028,1
C0054,P0332,2
C0055,P0050,5
C0055,P0332,5
C0055,P0085,3
C0055,P0072,2
C0055,P0292,1
C0055,P0332,5
C0055,P0106,5
C0055,P0326,1
C0055,P0177,5
C0055,P0162,2
C0055,P0286,5
C0055,P0093,3
C0055,P0031,4
C0055,P0258,5
C0055,P0253,2
C0055,P0098,2
C0055,P0239,1
C0055,P0333,5
C0055,P0014,2
C0055,P0251,5
C0055,P0249,3
C0055,P0270,4
C0055,P0098,3
C0055,P0033,5
C0055,P0338,1
C0055,P0067,1
C0055,P0006,5
C0055,P0055,4
C0055,P0434,4
C0055,P0071,4
C0055,P0094,1
C0055,P0450,3
C0055,P0143,1
C0055,P0049,2
C0055,P0422,1
C0055,P0136,2
C0055,P0392,5
C0056,P0315,5
C0056,P0290,1
C0056,P0025,3
C0056,P0312,3
C0056,P0141,5
C0056,P0104,1
C0056,P0061,5
C0056,P0367,5
C0056,P0165,5
C0056,P0453,5
C0056,P0037,5
C0056,P0410,2
C0057,P0387,5
C0057,P0067,5
C0057,P0077,5
C0057,P0433,2
C0057,P0036,5
C0057,P0376,1
C0057,P0443,5
C0057,P0406,1
C0057,P0047,5
C0057,P0013,5
C0057,P0132,2
C0057,P0115,3
C0057,P0229,1
C0057,P0437,5
C0057,P0089,4
C0057,P0162,5
C0057,P0107,3
C0057,P0163,1
C0057,P0249,3
C0057,P0361,3
C0057,P0103,4
C0057,P0049,2
C0057,P0300,3
C0057,P0044,5
C0057,P0425,1
C0057,P0430,5
C0057,P0127,5
C0057,P0023,1
C0057,P0093,3
C0057,P0116,1
C0057,P0441,1
C0057,P0171,1
C0057,P0451,2
C0057,P0012,5
C0057,P0123,1
C0057,P0158,5
C0057,P0073,1
C0057,P0092,1
C0057,P0414,5
C0057,P0454,1
C0057,P0059,1
C0057,P0291,1
C0057,P0273,4
C0057,P0444,5
C0057,P0020,5
C0057,P0003,1
C0057,P0437,5
C0057,P0313,5
C0057,P0408,1
C0057,P0068,5
C0057,P0354,1
C0057,P0414,5
C0057,P0076,5
C0057,P0108,3
C0057,P0010,4
C0057,P0394,4
C0057,P0109,2
